text_a	text_b	label	idx
國際賽事會場內應該可以持中華民國國旗	足以代表台灣對棒球運動的熱情與重視,昆士蘭台灣中心主任董幼文與當地僑胞球迷在布里斯本AFA球場一同為參加本屆經典賽的中華棒球隊加油,昆士蘭台灣中心提供音響設備和手搖旗給現場觀眾,主播提到這次賴維中擔任開球嘉賓並與現場數百名台灣球迷一起進場加油,更以特有的台式加油聲震撼了澳洲球團與球迷,在駐處及昆士蘭台灣中心呼籲下,並期盼未來能與台灣有更多的交流,比賽過程台味十足	1.0	897
國際賽事會場內應該可以持中華民國國旗	但是我會把醫護鐵人的精神初衷帶到國外馬場上,期待有機會再來日本跑馬感謝一路走來支持醫護鐵人的合作夥伴A.醫護鐵人官方網站及新聞報導https://www.ironmedic.biz/B.醫護鐵人部落格http://pianopub.pixnet.net/blogC.醫護鐵人fb粉絲團https://www.facebook.com/ironmedicteam/D.醫護鐵人封閉性fb社團https:	1.0	898
國際賽事會場內應該可以持中華民國國旗	www.facebook.com/ironmedicteam/D.醫護鐵人封閉性fb社團https://www.facebook.com/groups/1559554854338626/E.醫護鐵人蝦皮賣場https://goo.gl/y3oyhMF.醫鐵鐵人公司官方LINELINEid:@wrz2678xG.醫護鐵人運動筆記專欄https://goo.gl/gGw6e1,我跟跑的護理師群們也回到	1.0	898
國際賽事會場內應該可以持中華民國國旗	台灣隊已經拿下14分,在美國威廉波特舉行的世界少棒錦標賽,中華民國好大一面國旗,這支由桃園龜山國小組和的台灣代表隊,提前在四局以16比0打跑德國,16：0大勝歐洲代表德國隊,中華小將要出戰加拿大隊,首場和德國隊決戰,中華隊再添1分,台灣在美國威廉波特的世界少棒錦標賽上,對手的德國隊接不住,」加上德國隊頻頻失誤,中華隊全場敲出11支安打	1.0	900
國際賽事會場內應該可以持中華民國國旗	中華隊共擊出12支安打,中華青少棒隊參加在首爾舉行的小馬聯盟亞太區錦標賽,中華隊擊敗印尼後,揮舞巨幅中華民國國旗為中華隊加油,以14比1擊敗印尼隊,中國大陸與菲律賓4比4言和,中華隊第7棒柯佳豪在第1局和第2局連續擊出2支場內全壘打,1020729(中央社),第3棒隊長張文賢則在第3局擊出1支兩分的場內全壘打,中國大陸,韓華志工會會長成益昌組啦啦隊,且印尼隊發生8次失誤,中華隊總教練倪國展表示,中	1.0	901
國際賽事會場內應該可以持中華民國國旗	就算今年的訓練狀況比起去年投下了更多心力時間去準備,跑步還有前期的重量訓練,但知道這一定是要投入相當的心力下去練,這種訓練時數是絕對不夠的,距離9月8號等於只有3個多月可以練,游泳我想就這樣穩定訓練下去沒問題,每次練心情也相對輕鬆,單車能練多少是多少,也對於練法有個模糊的印象,自己對單車訓練的知識真的需要加強,然後搭配呼吸管or划手板來練習姿勢,我沒有請教練,另一方面也要訓練怎麼拿補給出來吃,一定	1.0	902
國際賽事會場內應該可以持中華民國國旗	的需要加強,然後搭配呼吸管or划手板來練習姿勢,我沒有請教練,另一方面也要訓練怎麼拿補給出來吃,一定覺得很奇怪怎麼有人踩訓練台踩到汗用噴的口水還流下來ㄏㄏ,才大概知道自己可能在過度訓練的邊緣,只有練跑步.....,單車完後也有練20-30min的轉換跑,下次訓練想要開始試試看全程液態補給,也算是對以往的訓練一種回饋,按照昨天在腦海中演練的路線進T1,練法自己也在慢慢摸索調整中,但往往練到一半太喘直	1.0	902
國際賽事會場內應該可以持中華民國國旗	曾雅妮父親曾茂炘高興的笑不攏嘴,曾茂炘也高興的連喝了好幾杯酒,曾雅妮認為第12洞是個轉折點,曾茂炘雖沒赴澳洲加油,」曾雅妮說：「最後1球推進洞的時候,國內最大BBS網站「台大批踢踢」熱門的八卦版版名也立刻改為「曾雅妮榮登世界球后」,也將是曾雅妮首度以世界球后的身份應戰,網友ryocha1988表示：「恭喜!!!!感動到頭皮都發麻了!!!」kakashi1006也貼文：「恭喜雅妮!!!球后到手了!!	1.0	903
國際賽事會場內應該可以持中華民國國旗	「恭喜!!!!感動到頭皮都發麻了!!!」kakashi1006也貼文：「恭喜雅妮!!!球后到手了!!!台灣的驕傲!!!」球迷JamieChoo更說：「真正的台灣之光!世界第一頂!今天看轉播一路上都有人拿國旗加油,將在泰國芭達雅展開LPGA(LadiesProfessionalGolfAssociation,李志展╱綜合報導】台灣高爾夫好手「妮妮」曾雅妮,」前9洞不佳第12洞轉順曾雅妮在前3天結束,	1.0	903
國際賽事會場內應該可以持中華民國國旗	ion,李志展╱綜合報導】台灣高爾夫好手「妮妮」曾雅妮,」前9洞不佳第12洞轉順曾雅妮在前3天結束,我感覺今年妮妮在各方面更加努力且認真,」Ella預感準江蕙喊感動在妮妮奪冠後,黑貓（陳暱稱）也要叫妮第一名啦,」曾雅妮在澳洲拼戰,得知曾雅妮為國爭光,曾雅妮勇奪『澳洲女子名人賽』冠軍,曾家親友還擺上一桌慶祝,妮妮透露：「我的桿弟傑森(Jason)上一場在澳洲公開賽的時候	1.0	903
國際賽事會場內應該可以持中華民國國旗	勇奪第一樂高聯盟國際機器人大賽歐盟公開賽（FIRSTLEGOLeagueOpenEuropeanChampionship）「機器人表現」第一名,機器人結構,操作微型機器人進入人體,拿下機器人表現第一名,機器人表現四大部分,旗津國小得獎紀錄◎FLL世界盃機器人競賽：˙2011年「機器人表現獎」第一名（荷蘭舉行）˙2010年「機器人表現獎」第一名（台灣舉行）˙2008年「機器人任務表現獎」第一名（美國	1.0	904
國際賽事會場內應該可以持中華民國國旗	為了秀出台灣,就是要秀出台灣,警界也出現台灣之光,台灣有50名菁英警察,台灣警界派出菁英,選手們還是以台灣為榮,與台灣同在的心就算再多雜音,代表台灣出賽的員警蔡慶祥滿臉得意,還把台灣民俗技藝舞龍舞獅搬出來,為了要讓台灣在全球發光發熱	1.0	905
國際賽事會場內應該可以持中華民國國旗	在大會看到的車手,3台將抵法還未相認這次還有另1位「台灣」選手參賽,【戚海倫╱法國報導】史上首度參加法國1200公里極限挑戰賽的台灣選手阮耀樟,參賽選手中,可依能力選擇80小時完成,大會鼓勵參賽車手互助,」由於台灣選手是首度參賽,選手參賽前一定要辦妥保險,地主選手共2298人,外籍選手3023人,物價水準高參賽不易目前兩位台灣選手與後援團一行人,選手吃喝拉撒睡的時間都計算在內,兩位車手都已準備好雨	1.0	906
國際賽事會場內應該可以持中華民國國旗	我把十字弓看的比她還重要,」中華民國十字弓協會創會長賀斌指出,十年前與朋友到十字弓靶場玩,實在很難讓人與十字弓世界冠軍聯想在一起,雖然上個月二十五日曾錦豐就在奧地利奪冠,沒想到從此喜歡上十字弓,十字弓又稱弩弓,二○○四年也僅獲第十二名,今年獲得國內青年盃十字弓比賽冠軍再次入選國家代表隊,每月平均收入4萬元到5萬元經歷：2002年克羅埃西亞世界十字弓錦標賽第16名2004年捷克世界十字弓錦標賽第12	1.0	908
國際賽事會場內應該可以持中華民國國旗	4萬元到5萬元經歷：2002年克羅埃西亞世界十字弓錦標賽第16名2004年捷克世界十字弓錦標賽第12名2006年奧地利世界十字弓錦標賽冠軍資料來源：曾錦豐報你知十字弓具殺傷力警列管十字弓具有殺傷力,多次入選國手由於南投縣出了不少十字弓國手,上月代表台灣參加世界十字弓運動總會在奧地利舉辦的世界盃錦標賽,奪下國內首面十字弓比賽的世界冠軍獎牌,一九八八年十字弓運動正式引進台灣,進口或購置持有十字弓的翌日	1.0	908
國際賽事會場內應該可以持中華民國國旗	中華隊必須打進前兩名,成中華隊能輕鬆贏球關鍵之一,全隊手持國旗及奧會會旗,這次中華隊3戰共得35分,攻下團隊第2分,共同成為中華隊的「打點王」,投打夠力草總很滿意中華隊總教練謝長亨表示,中華9：0紐西蘭經典賽台灣區第1輪定明年3月2日在台中洲際球場展開,中華隊確定取得資格,拉開兩隊差距,中華隊與澳洲,中華隊終場以9比0擊潰紐西蘭,攻下中華隊第2分,團隊打擊更好	1.0	909
國際賽事會場內應該可以持中華民國國旗	中部的球迷較害羞,臉頰貼著中華民國國旗小貼紙,「中華隊是一定要挺的」研究所學生小朱與友人姿君,全場為中華隊吶喊加油,穿著桃猿隊服到場觀賽,熱情為中華隊加油打氣,中華隊與古巴隊賽事直到6局結束,使出全力為中華隊加油,1020905(中央社),到台中來為以平鎮高中為班底的中華青棒隊加油,青棒錦標賽中華隊今天晚間在台中洲際棒球場與古巴隊交手,中華隊今天晚間在台中市洲際棒球場與古巴隊交手,已陸續3天到台中	1.0	910
國際賽事會場內應該可以持中華民國國旗	都是在日本東京工作或留學的年輕人,拿著大幅國旗在東京巨蛋使力揮舞的郭昇杰,一直在東京巨蛋的大螢幕播放著,〔特派記者王英明／日本東京報導〕「人在海外,」拿著國旗在東京巨蛋突圍的台灣人,就開始在東京巨蛋內為台灣打知名度,近年再來東京發展的陳稜偲	2.0	911
國際賽事會場內應該可以持中華民國國旗	則是要仔細地規劃機器人運送的方式,國際奧林匹克機器人大賽是一項國際性的科技及教育活動,該團隊設計出的機器人因穩定性高,今年的比賽題目為「火星任務～機器人蒐集並提供資源開發火星」,機器人任務為蒐集原物料,也外加了顏色感測器,其中大專組金牌得主是由國立中興大學機械系陳昭亮副教授指導,顏色感測器可讓機器人辨識球的顏色,2013年「國際奧林匹克機器人大賽」11月15至17日在印尼雅加達舉辦,機器人必須有判	1.0	912
國際賽事會場內應該可以持中華民國國旗	利與聖馬利諾兩個國家球場舉行,今年共有來自18個國家,國際扶輪第3510地區大發扶輪社,當音樂播出國旗歌時,學校足球隊已連續兩年在國際賽奪冠,後勁國小參與12歲女子組U12賽事,聖馬利諾盃國際分齡足球賽,比照國際賽事進場模式,全國少年盃及台灣女子足球盃榮獲第二名,這是繼後勁國小男生足球隊去年在國際分齡賽勇奪冠軍,大會宣布來自台灣的後勁國小女足隊,奏起國旗歌時更是興奮感動,讓台灣能透過國際賽事被看見	1.0	913
國際賽事會場內應該可以持中華民國國旗	齡賽勇奪冠軍,大會宣布來自台灣的後勁國小女足隊,奏起國旗歌時更是興奮感動,讓台灣能透過國際賽事被看見,是國際分齡足球界重要的賽事,參加2018年聖馬利諾盃SANMARINOCUP國際分齡足球錦標賽,後勁國小此次能順利出國赴歐洲比賽,後勁國小女足一路就展現旺盛的奪冠企圖心,高雄市後勁國小女子足球隊7月9日至13日遠赴歐洲義大利	1.0	913
國際賽事會場內應該可以持中華民國國旗	為國爭光李吳凱兄妹來自一個柔道世家,家族共出了十二名柔道與角力選手,所以就開始學習柔道,在學習柔道的過程中,」柔道冠軍兄妹小檔案◎李凱琳柔道資歷：7年年齡：15歲得獎紀錄：．2007年世界盃視障青少年柔道錦標賽女子組48kg以下冠．國內外各大比賽冠軍10餘次◎李吳凱柔道資歷：7年年齡：16歲得獎紀錄：．2007年世界盃視障青少年柔道錦標賽男子組55kg以下冠軍．國內外各大比賽冠軍20餘次,孫子都來	1.0	915
國際賽事會場內應該可以持中華民國國旗	彥勳官網留言版上,主播許乃仁雖然偶爾插播彥勳比數,只能邊祈禱電視轉播出現彥勳畫面,而彥勳所在的第6球場,彥勳大膽決定：「放掉第2盤,在彥勳的奇摩家族討論區,彥勳全力以赴,當第5盤彥勳先被對手破發,第2輪彥勳將遭遇塞爾維亞的提普薩勒維奇,而在彥勳眼中,無論彥勳打得多精彩,昨日完全沒有盧彥勳的畫面,」我國職網好手盧彥勳,1個彥勳的畫面都沒有,」侯少偉說：「盧彥勳至少要打到第3輪以後	1.0	916
國際賽事會場內應該可以持中華民國國旗	打敗摩洛哥超馬好手,超馬好手陳彥博：「總冠軍獎盃,太好了,超馬好手陳彥博再次超越不可能,▲(圖：翻攝自陳彥博臉書)台灣超馬好手陳彥博再傳捷報,陳彥博打敗150國好手	1.0	917
國際賽事會場內應該可以持中華民國國旗	又台灣,台灣出產的「裙襬搖搖LPGA菁英賽」連3年在舊金山亮麗登場,我當然要好好的向大家介紹台灣,看到台灣選手們見到來自台灣的攤位時那種好像要跳起來的心情,因為處處都有台灣味,舊金山台北經濟文化辦事處處長馬鍾麟也到場觀賽,而觀光局也在賽場拚台灣觀光,來自台灣的小籠包也很「盡責」,看到上萬球迷對我們台灣的事物感興趣,活動現場還有各種台灣文宣及有趣的小遊戲,而每一洞開球台的藝術看板,」天天到場行銷台灣	1.0	918
國際賽事會場內應該可以持中華民國國旗	彥勳與喬約翰森交手過,遇到的選手幾乎個個有兩把刷子,今年選手都將重心放在美網,盧彥勳首輪面對的瑞典選手喬約翰森,若是對手發球明顯占有優勢,好手搶攻競爭激烈網球比賽中,身高差太多連挨Ace球47萬台幣對四處征戰拚積分的職網選手來說不算多,但其實他是個可塑性極高的選手,面對Top30的選手,選手比快,顯示選手水準提昇,這就是職業選手,發球居劣勢求勝不易球評劉中興在美網首輪落敗的我國好手盧彥勳	1.0	919
國際賽事會場內應該可以持中華民國國旗	這是曾雅妮繼去年奪冠之後,曾雅妮最後一回合打出六個博蒂,世界球后曾雅妮忍不住伸手拍拍臉頰,賽後曾雅妮帶著招牌笑容,妮妮的媽媽楊玉雲也開心地上前和她擁抱,曾雅妮表示,曾雅妮今年主要賽事已經告一段落,妮妮說：「相較之下,妮妮在台灣時間昨晚十一時四十五分,但曾雅妮終究穩住領先之勢,曾雅妮還是有一點壓力,這一勝讓曾雅妮的球后地位更加穩固了	1.0	920
國際賽事會場內應該可以持中華民國國旗	參加民間企業舉辦的台中世界花博暖身活動,鼓陣二○一八台中世界花卉博覽會明年登場,〔記者李忠憲／台中報導〕世界旅遊皇后選拔活動,入選的五十國佳麗昨到台中市,廿五歲的台灣代表粘育綾表示,絕沒打壓台灣代表下車忘帶國旗另,她自己也有帶台灣小國旗,昨邀請來台參加世界旅遊皇后選拔總決賽,只見台灣民眾爭相與佳麗拍照,粘卻沒有拿台灣國旗,也讓世界各國能知道台灣的美好,讓全世界都到訪台中花博,有民眾認為是否大會打壓	1.0	921
國際賽事會場內應該可以持中華民國國旗	【涂建豐╱高雄報導】實踐大學高雄校區服飾設計與經營學系畢業生楊雅婷,楊的作品「充滿創意與奇想,出身單親家庭的楊雅婷,」楊雅婷作品在七月間從兩千件作品脫穎而出入圍決賽,捐5千元獎金助人楊得獎作品是「TheMummy&MyMammy（木乃伊與我的媽咪）」	1.0	922
國際賽事會場內應該可以持中華民國國旗	」盧爸爸生前心願之一就是「有一天,盧彥勳圓了父親的遺願登上網球最高殿堂溫布頓錦標賽,盧彥勳在網壇聖殿寫歷史,也整場都威脅著盧彥勳,盧彥勳振奮地又手指著上天,盧彥勳賽前於臉書寫下：「又回到了溫布頓,盧彥勳能拿下這場近4小時大戰,」盧彥勳遭遇的地主球員沃德雖世界排名215	1.0	924
國際賽事會場內應該可以持中華民國國旗	國際生物奧林匹亞我奪金名單★姓名：林祐民◎年齡：17歲◎學校：建中資優班2年級◎榮礜：99學年度全國學科能力競賽生物科一等獎★姓名：張哲睿◎年齡：17歲◎學校：建中科學班2年級◎榮礜：●2009年國中科學奧林匹亞金牌●99學年：度全國學科能力競賽生物科一等獎★姓名：童宇鴻◎年齡：17歲◎學校：建中資優班2年級◎榮礜：●2006年國小數學奧林匹亞金牌●2008年國中科學奧林匹亞金牌★姓名：陸曉虹◎年	1.0	925
國際賽事會場內應該可以持中華民國國旗	優班2年級◎榮礜：●2006年國小數學奧林匹亞金牌●2008年國中科學奧林匹亞金牌★姓名：陸曉虹◎年齡：17歲◎學校：北一女資優班2年級◎榮礜：99學年度台北市學科能力競賽生物科佳作資料來源：教育部中教司,」本屆生物奧賽主辦人,代表台灣出賽的建中2年級學生張哲睿,【劉嘉韻╱台北報導】由台灣首度主辦的國際生物奧林匹亞競賽昨舉行頒獎典禮,200多名各國菁英學生同場競技,國際生物奧林匹亞競賽是全球高中生	1.0	925
國際賽事會場內應該可以持中華民國國旗	終於抵達紐約甘迺迪機場,還是建議未來參加紐約馬的跑者可以多準備一些保暖衣物甚至毯子,就是好好享受紐約馬,這個地點離紐約著名景點帝國大廈,好好享受這期待已久的FAMILYTRIP紐約我們來了,大約六點四十分就抵達位於StatenIsland的選手村了,我們到達紐約甘迺迪機場已經星期三下午一點多了,紐約馬給我的感覺很不一樣,紐約馬有分三個起跑區:分別是藍區,除了台北到紐約花了很長時間,很適合做紐約模擬	1.0	926
國際賽事會場內應該可以持中華民國國旗	馬給我的感覺很不一樣,紐約馬有分三個起跑區:分別是藍區,除了台北到紐約花了很長時間,很適合做紐約模擬練習,時間地點跳回到紐約,大約5:30就出發去坐車,紐約馬絕對是一個值得考慮的賽事(但絕對不是個適合破PB的的賽事),抵達了已經搭起來了的紐約馬拉松終點,讓當時在台灣的家人擔心了....五月底開始試著擬訂紐約馬的訓練計畫,這時我是以大約4’15”上下的配速跑著,這個時候我正在紐約, 紐約五大區的風格	1.0	926
國際賽事會場內應該可以持中華民國國旗	擬訂紐約馬的訓練計畫,這時我是以大約4’15”上下的配速跑著,這個時候我正在紐約, 紐約五大區的風格都多少體驗得到,因次並沒有把紐約馬訂成PB賽事,紐約馬是有名的難跑,紐約馬準備的狀況一直是高低起伏的,雖然紐約馬是NB贊助的,這次我們是坐國泰的班機去紐約的,隨性的在紐約晃晃,選擇這裡是因為離週日紐約馬坐接駁車的NewYorkPublicLibrary走路只要五分鐘,應該大約在6-7百公尺就到終點,	1.0	926
國際賽事會場內應該可以持中華民國國旗	馬坐接駁車的NewYorkPublicLibrary走路只要五分鐘,應該大約在6-7百公尺就到終點,但像Nike和其他運動品牌其實也都有出紐約馬限量商品,該不會Linden被我加持後也會得到紐約馬冠軍吧, 這樣的地形出現在大約30-32km的路線上真的還蠻虐的,紐約馬真的是很棒的賽事,甚至可以走到中央公園跟紐約馬拉松EXPO的所在地JacobK,內圈主要的道路跑一圈大約是9.6公里左右,雖然在布朗	1.0	926
國際賽事會場內應該可以持中華民國國旗	由日本啦啦隊協會主辦的第9屆啦啦隊亞洲國際公開錦標賽暨第2屆亞洲青少年啦啦隊錦標賽,中華台北隊在「國際混合團體組」,國立高雄海洋科技大學和搖滾熊3隊出賽,10日在代代木國家體育館舉行,中華民國啦啦隊總會會長黃羽淳10日在頒獎典禮後興奮表示：「選手們的表現超級棒,泰國隊實力堅強,」被問到頒獎時為何突然拿出巨幅國旗時,泰國和地主日本等隊伍參加,結果以最高分拿下國際團體混合組冠軍,我國共派出中華台北代表	1.0	928
國際賽事會場內應該可以持中華民國國旗	現在驚傳柯文哲召開MG149澄清記者會前一天,2014.09.24今天最in的時事,在24小時內,蔡璧如遭控「串供」柯營疑遭監聽】MG149風波持續延燒,24日傍晚就要開始	1.0	929
國際賽事會場內應該可以持中華民國國旗	奪冠後的郭俞君成了大家眼中的女健力士,練練臂力,要怎樣在力與美中找到平衡,挑戰的是青少年組的健力項目,健力賽冠軍郭俞君：「漸漸變的大隻之後,但卻有驚人的肌耐力,肌力在所難免,郭俞君代表我國到法國參加健力比賽,但不想和孔武有力畫上等號,不過成了彷彿「大力士」的女健力士,但學健力這運動項目	1.0	930
國際賽事會場內應該可以持中華民國國旗	彥勳頻頻道謝,但彥勳也非省油的燈,「感謝彥勳,讓彥勳非常感動,也到紐約為弟弟彥勳打氣的盧威儒表示,」賽前特訓調整狀況彥勳前兩天也針對喬約翰森的發球特質,只為幫彥勳加油,彥勳的努力,腳步移位沒有彥勳流暢,彥勳首輪被安排在第10球場上陣,這幾天彥勳模擬備戰,【戚海倫╱綜合報導】我國職網好手盧彥勳的美網首戰,要在彥勳出賽時,」這些網球迷對彥勳首輪的對手喬約翰森	1.0	931
國際賽事會場內應該可以持中華民國國旗	連續5年來台參加諸羅山盃的新潟JBC-TW代表隊,主要是感謝台灣每一次對日本的幫忙,參加諸羅山盃可以遭遇到許多實力相當的台灣少棒隊,透過棒球與台灣交流,台灣的少棒球員都很有實力,而在頭盔上都貼有台灣國旗並寫上謝謝台灣,今年同樣帶著滿滿信心來台	1.0	934
國際賽事會場內應該可以持中華民國國旗	相知相伴相知相伴五年的江靜如（左）和林義傑愛相隨,」林義傑的挑戰仍緊接而來,徐珮君╱台北報導】「長跑超人」林義傑費時一百一十一天,」有人質疑林義傑的沙漠之旅是否會少跑路程,行政院長蘇貞昌在林義傑抵終點時也拍賀電說：「義傑不但打破人類極限,目前林義傑的身體狀況除全身痠痛與消瘦許多外,」返國後接受健檢林義傑昨望著紅海,林義傑提供,林義傑（後）與隊友仍勇往直前,法國麵包和義大利麵,」蘇揆：國人光榮昨一早	1.0	936
國際賽事會場內應該可以持中華民國國旗	曾雅妮今天將從澳洲黃金海岸飛往泰國的春武里,盛讚曾雅妮為台灣爭光,體委會主委戴遐齡也透過越洋電話直接向曾雅妮道賀,〔記者趙新天／台北─黃金海岸越洋電話採訪報導〕台灣高爾夫名將曾雅妮昨天在澳洲黃金海岸,妮妮一直保持至少兩桿領先優勢,曾雅妮前半段還是受限推桿不進,曾雅妮才鬆了一口氣,得知曾雅妮獲勝,曾雅妮在電話中說：「能告訴所有人,開春三冠如願登上球后不斷寫下台灣高爾夫歷史新頁的曾雅妮,夢想成真哽咽說	1.0	937
國際賽事會場內應該可以持中華民國國旗	盲棒與一般棒球有相當大差異,今年8月於哥倫布市舉行的世界盃盲棒賽已舉行至第29屆,練習盲棒已近8年的老將賴智傑說：「我們每個月都只有3,」中華盲棒第1代球員王兆煕,陳吉堂成人後也一直在經營學校棒球,」在一群中華盲棒球員中,中華盲棒圓夢計劃捐款帳號劃撥帳號：15935356劃撥單位：財團法人愛盲文教基金會(請註明「盲棒圓夢計畫」),把眼睛矇起來打棒球,盲棒只有1,【詹健全╱台北報導】正當中華棒球隊風	1.0	938
國際賽事會場內應該可以持中華民國國旗	金會(請註明「盲棒圓夢計畫」),把眼睛矇起來打棒球,盲棒只有1,【詹健全╱台北報導】正當中華棒球隊風光地備戰準備雅典奧運,」盲人打棒球,」箇中冷暖教練最知訓練這批視障者打盲棒,國中都是打棒球起家,因學長介紹後一頭栽進盲棒世界,」1名中華盲棒球員帶我們去看他的腳傷,希望有天盲棒可以進入殘障全運,準備在8月前進美國打盲棒世界盃,但台灣卻有一批視障者打的一手好棒球,讓中華盲棒隊得以圓夢,」領航盲棒陳吉堂	1.0	938
國際賽事會場內應該可以持中華民國國旗	女子馬拉松：楊合貞滑輪溜冰女子速度過樁：梁宣旼武術男子南拳/南棍全能：許凱貴跆拳道混合公認品勢：李晟綱/蘇佳恩舉重女子58公斤級：郭婞淳舉重女子69公斤級：洪萬庭網球男單：莊吉生網球男子團體：莊吉生,000公尺淘汰賽：李孟竹滑輪溜冰女子300公尺計時賽：陳映竹滑輪溜冰女子馬松拉：李孟竹滑輪溜冰女子速度過樁：王佳葳武術男子太極拳/太極劍全能：陳宥崴武術女子太極拳/太極劍全能：陳宜盈女子散打60公斤級	1.0	939
國際賽事會場內應該可以持中華民國國旗	度過樁：王佳葳武術男子太極拳/太極劍全能：陳宥崴武術女子太極拳/太極劍全能：陳宜盈女子散打60公斤級：林怡汝舉重男子105公斤以上：陳士杰射箭男子反曲弓團體：魏均衍,陳彥成滑輪溜冰女子10,000公尺計分淘汰賽：柯福軒滑輪溜冰男子1000公尺爭先賽：柯福軒滑輪溜冰男子15,000公尺計分淘汰賽：楊合貞滑輪溜冰女子1000公尺爭先賽：楊合貞滑輪溜冰女子15,溫皓昀田徑男子100公尺：楊俊瀚田徑男子標	1.0	939
國際賽事會場內應該可以持中華民國國旗	女子500公尺爭先賽：楊合貞武術男子長拳：蔡澤民武術女子散打52公斤級：陳暐婷舉重男子62公斤級：高展宏舉重女子63公斤級：江念欣舉重女子75公斤級：姚季伶舉重女子90公斤級：羅楹湲射箭混合複合弓團體：陳享宣/陳怡瑄跆拳道男子68-74公斤級：楊宗燁跆拳道男子74-80公斤級：劉威廷跆拳道男子個人公認品勢：陳健詮高爾夫男子個人：俞俊安高爾夫男子個人：劉永華高爾夫男子團體：俞俊安,陳沛安滑輪溜冰男子	1.0	939
國際賽事會場內應該可以持中華民國國旗	要在國際場合看見自家的國旗,那位美國人穿國旗裝,在眾多奧運新聞中有如滄海一粟,中國之外的國家也對我們說三道四,拿國旗,就連在國內舉辦的國際比賽,也因為穿國旗裝,他是里約奧運中另一型的台灣選手,從中國開始開放,國家被蔑視來自於不被承認,一直都會遭遇國旗的挫傷,在奧運經由這樣的方式看見國旗,來自於中國要統一台灣的手段,我國家民主政黨內鬥,會不會抵銷與中國拚爭的力量呢,若是中國的抗議,近日肯亞詐騙案五名	1.0	940
國際賽事會場內應該可以持中華民國國旗	馬英九總統以中華民國元首的身份宣布大會開始,」馬總統,世運總會會長也再一次強調馬總統的身份,馬英九總統以世運主辦國,世運總會會長佛朗契：「我有此榮幸邀請馬英九先生,中華民國總統,看得出來馬總統跟陳菊互動超乎以往的熱絡,總統馬英九：「我現在宣布2009年	1.0	941
國際賽事會場內應該可以持中華民國國旗	」雖然第六局又被古巴得一分,兩度對決古巴,二度銜命抗古,古巴賽後拒絕接受訪問,曾偉恩也怒視古巴投手,繼開幕戰對古巴後,三比二氣哭強敵古巴,古巴最後一個出局數,率領台灣隊三比一超前古巴,曾偉恩五局上被古巴投手觸身球擊中左後背,古巴保持全勝	1.0	942
國際賽事會場內應該可以持中華民國國旗	也讓台灣在國際賽中被更多人看見,苗栗苑裡分駐所警員張嘉恩代表台灣赴美參加2017世界警察消防運動會,上台領獎時,長官和同事直誇他是台灣之光,更提升台灣在國際賽的能見度,台灣警察之光	1.0	943
國際賽事會場內應該可以持中華民國國旗	就是1988年15歲的陳怡安首次參加漢城奧運,近日陳怡安接受台北電台專訪時表示,當年只有15歲的陳怡安代表台灣一腳踢開了奧運大門,賽後陳怡安曾說,陳怡安曾一度宣布要參加2000年雪梨奧運會,但陳怡安這一腳,而在2005年陳怡安轉行創立手工香皂店	1.0	944
國際賽事會場內應該可以持中華民國國旗	中華小將淚灑首爾,中華民國駐韓代表石定率同教育組長張俊均和新聞組長邱琪到場為中華隊加油打氣,南韓隊先攻,泰國隊,香港隊和菲律賓的中華隊,1050701(中央社),桃園中平國小校長陳新平戴著印有中華民國國旗的帽子,中華隊因打擊力沒能發揮,今天中華隊敗戰,今天在首爾獎忠壇少棒球場與地主南韓隊爭奪冠軍,反觀南韓隊,中華隊派出鍾允華先發主投,但中華隊借著南韓隊的4次失誤,連勝中國大陸	1.0	945
國際賽事會場內應該可以持中華民國國旗	嗆到,反而讓自己的臉都是鼻涕...33K時把最後一包能量膠和Topspeed吃下去,週六到大阪時也接近中午的時間,在下坡時追回了一點,賽後結束時要拖著疲憊身軀慢慢的塞到車站再回飯店顯得不便,這時候配速較慢的人也開始被甩在後頭,左轉進入最後的150M的時候,進入到13K時吃下第一包能量膠,第2K的時候是一段下坡,但30秒的時間也足夠5K花了吧,這時候大會時間已經經過了將近三十秒,六點跨出門口時天才微	1.0	948
國際賽事會場內應該可以持中華民國國旗	是一段下坡,但30秒的時間也足夠5K花了吧,這時候大會時間已經經過了將近三十秒,六點跨出門口時天才微亮,從剛起跑沒多久的時候,近水站喝水的同時,心裡頭邊揍罵的同時,這最後的衝刺時非常明顯,跑到這時候前方仍有許多跑者並且一直有人在超車,這時候看到這樣的上坡,人真的非常多經過起跑線時按下錶,到橋下時手錶顯示了38K時間4:07,Eddy的精心規劃的間歇課表,由於短時間並沒有壓力再次刷PB,就算大會時間	1.0	948
國際賽事會場內應該可以持中華民國國旗	顯示了38K時間4:07,Eddy的精心規劃的間歇課表,由於短時間並沒有壓力再次刷PB,就算大會時間破不了,大會時間倒數著,在27K水站喝水的時候,那SUB250就在進入終點線時達成了,而寄物的時間越來越近了,這時候雙腳卻開始感到疲乏沈重,下車時滿滿的人湧進了月台顯得非常的壅擠,而這時候我已經將把大會的時間追回來了,正在煩惱該如何解決此問題的同時,但看了一下旁邊的公里來換算時間	1.0	948
