text_a,text_b,label,idx,predicted
另立專法保障同婚是正確的,"劉建忻說,周陳秀霞追問劉建忻的個人意見為何,總統府代理秘書長劉建忻今天在立法院指出,總統府代理秘書長劉建忻今天赴立法院司法法制委員會報告總統府106年度工作計畫及收支預算案",0.5,319,2
另立專法保障同婚是正確的,"若公投結果影響到生活,只是台灣公投花費15億元做出「大型民調」,雖是反同團體提出的三案公投通過了,每次選舉或公投後能看得出台灣國人愈來愈成熟,若同志朋友仍對公投結果感到心情沮喪,這次反同或挺同提出的公投案,挺同團體提出的兩公投案雖然票數超過門檻,而且公投讓全民討論同志議題,兩公投案沒通過是對同志及挺同人士的打擊,建議從公投結果中找共識,」公投結果更不是一種否定,高醫附設中和紀念醫院精神科主治醫師顏",0.5,320,1
另立專法保障同婚是正確的,"公投案和同志息息相關,共同討論交付公投可能會對社會和弱勢群體造成的影響,至於公投提案內容,向中選會遞交申請公文,中選會應駁回同志不能結婚的公投或聲請大法官解釋,無法接受申請出席反同婚公民投票聽證會卻遭駁回,聽證會目的是為釐清公投案是否合於公投法相關規定,反同團體提出的公投主文是「你是否同意婚姻應限定在一男一女的結合,公開反同的言論會對同志社群造成一定心理壓力和傷害,同志權益相關的公投提案舉辦的聽證",0.5,321,0
另立專法保障同婚是正確的,"A9）生活圈統一為80元,南崁生活圈也同步降到130元,林口2大生活圈都採一口價,●機捷票價降3大生活圈一口價機場捷運降價了,●機捷降價3生活圈降5~20元機場捷運還沒營運,還發生獒犬在中庭亂竄事件鬧上警局,同志諮詢熱線協會等團體昨下午在北市凱道總統府前舉辦「讓生命不再逝去,A5）生活圈統一35元",0.5,322,1
另立專法保障同婚是正確的,"如果另外創設專法或伴侶制度,明天主要看大法官認為民法是否允許同志結婚,例如受民法或專法等其他制度保障,那就是認為同志無法享有婚姻自由平等權,盼大法官釋憲做出明確解釋,「最根本的方法,若認為民法允許同志結婚,那就要修改民法,若大法官認為民法不允許同志結婚,沒有解決憲法爭議和和社會爭議,大法官會議明天召開憲法法庭,希望大法官能針對同志權益受憲法保障的部分做出明確指示,開庭過程會在司法院網站直播,如果大",0.5,323,2
另立專法保障同婚是正確的,"開憲法法庭,希望大法官能針對同志權益受憲法保障的部分做出明確指示,開庭過程會在司法院網站直播,如果大法官認為同志權益另用同性伴侶制度保障就好,讓大家可以論理,無法平等享有結婚自由,對於大法官受理同婚釋憲,司法院大法官為審理台北市政府,但法務部和內政部函釋不允許,憲法法庭定於3月24日上午9時,於司法院憲法法庭言詞辯論,「只是把戰場又丟回立法院」",0.5,323,2
另立專法保障同婚是正確的,"「台灣不只是有一種聲音,台灣社會輿論嚴重傾斜一方,「搶救台灣希望聯盟」挺柯建銘的態度,只是讓這個撕裂台灣社會的同婚立法更加撕裂台灣,搶救台灣希望聯盟發言人趙瑩玲說,「搶救台灣希望聯盟」今天赴民進黨中常會場外,「搶救台灣希望聯盟」在場外召開「柯總召,一度口誤喊成「柯建銘下台」,搶救台灣希望聯盟指出,當整個台灣社會氛圍遭網路鄉民,搶救台灣希望聯盟說,我們挺你－不只三貓要下台,群眾接連高喊口號「三貓下台",0.5,324,2
另立專法保障同婚是正確的,"釋憲聲請人是推動婚姻平權已有30年的祁家威,不希望30年後,30年前同志為婚姻平權奮戰,高呼「緊綁手銬30年,爭取同婚超過30年",0.5,325,2
反對無圍牆校園,"市議員黃紹庭擔心教育局持續拆除圍牆政策,智慧圍牆等,不完全圍牆八十二校,且調整圍牆也有很多好處︰可減少死角,保有傳統實體圍牆卅一校,且有些圍牆不是完全拆除,圍牆是校園第一道防範,校園圍牆如何調整,圍牆是否拆除,目前圍牆有調整學校都在國中與國小,不完全圍牆（局部調整）卅二校,教育局欲拆除圍牆前,完全無圍牆八校,並在工程內容中拆除許多圍牆,傳統實體圍牆一百卅一校,暫停拆除校園圍牆,完全無圍牆兩校",0.5,326,2
反對無圍牆校園,"嘉縣議員質疑推動親和性矮圍籬校園,將加強巡邏學校周邊勤務,校園安全堪慮,未來由各校自行舉辦,萬一發生校安事件,目前嘉市高中職以下各級學校共有四十二所,突顯校安問題的急迫性,校園入侵者演習是必要的,會盡全力維護校園安全,近四年有十六所校園改建親和性圍籬,為防止校安事件,嘉市加強校安檢測辦理演習為強化師生安全,警方請學校盡快修復,校園安全昨天成為縣市議會質詢焦點,能便利民眾觀察校園狀況,訓練成校園警衛",0.5,327,2
反對無圍牆校園,"近年由教育局相關經費拆除的圍牆約有十五所學校,近年配合「亮綠校園政策」和老街溪拆蓋工程,但他認為市府應全面檢討並強化校園安全的配套措施,宋屋國小等六所學校,監視器設置不佳也將請學校調整,引來家長擔心成為校園治安隱憂,對於校園隱憂,「友善校園」的開放措施打破了校園與社區的藩籬是趨勢,各警分局即日起也會加強巡邏護校,檢查校園開放的綠美化景觀設施是否有漏洞,友善校園全面檢討配套市議員黃敬平兩天來就接獲許",0.5,328,1
反對無圍牆校園,"加強巡邏護校,檢查校園開放的綠美化景觀設施是否有漏洞,友善校園全面檢討配套市議員黃敬平兩天來就接獲許多學生家長陳情,將校園圍牆拆除是要減少學校死角,〔記者李容萍／桃園報導〕台北市文化國小發生歹徒闖入校園殘殺女童割喉事件,校門改建成綠籬植栽,不能因校園圍牆變矮或改用植栽替代而罔顧對學童的保護,校園不設防的問題引發關注,桃園市中壢區老街溪沿岸的新明國中及興國,已經責成各校結合保全及志工,木籬會責成學校",0.5,328,2
反對無圍牆校園,"督察室回電話給我要我前往說明投訴內容原委,爆料投訴電話專線：0809-012-555爆料投訴傳真專線：0809-013-666爆料投訴e-mail：news@appledaily.com.twhttp://tw.nextmedia.com/applenews/complain/,高市王先生不滿督察室做法擾民我向1999市民專線投訴高警局督察員服務態度差,我只是投訴而已",0.5,329,1
反對無圍牆校園,"豐源國小校舍啟用至今6年來,希望社會各界讓學校成為教育,且影響學生假日在學校的學習活動甚鉅,除了平日遊客隨意在校園遊蕩,但參觀人潮也讓學校困擾,導致校方今天作出「不再對外開放」的決定,「即日起不開放校園,校長吳秀金說,官方臉書及校園內張貼公告謝絕遊客參觀,校方雖一再呼籲遊客「學校給大家方便,號稱全台最美國小的台東市豐源國小因不堪校園屢遭遊客破壞,因為校園沒有圍牆,不論平日或假日如有遊客硬要擅闖校園",0.5,330,1
反對無圍牆校園,"最美國小的台東市豐源國小因不堪校園屢遭遊客破壞,因為校園沒有圍牆,不論平日或假日如有遊客硬要擅闖校園,希望社會各界能尊重學校,不僅踩壞校園草地,校方今天在學校網頁,學校也「無可奈何」,這是經過全校教師開會討論,白牆藍瓦的校舍,位在台東市郊的豐源國小2012年3月10日新校舍落成啟用,讓學校師生為了善後困擾不已,因一改傳統學校建築外觀,讓校園猶如知名風景區",0.5,330,1
反對無圍牆校園,"」為了達到社區與學校之間友善校園目的,可是我們卻規定5點半要『校園開放』,「校園開放」時間也應該延後,也有學校圍牆更高,」校方打算拉高圍牆高度,早到校或是必須留校課後輔導的同學,台北市公私立國小校長協會主張應該要提高校園保全,同時加強校園安全管理,至於校方則應該將早到或課輔的同學盡量「集中管理」,校方還下跪求情,因為台灣4年8年就換校長,靖娟兒童安全文教基金會執行長林月琴：「如果你(校長)跟里民互",0.5,331,2
反對無圍牆校園,"方還下跪求情,因為台灣4年8年就換校長,靖娟兒童安全文教基金會執行長林月琴：「如果你(校長)跟里民互動很高,而忽略學校與社區間的關係,文化國小現在就打算取消平日的校園開放,台北市國小校長協會理事長楊美伶：「每個學校的條件環境都不一樣,里民也把這個學校當成我社區一部分的時候,這些孩子在學校,學校發生悲劇,」台北市文化國小教務主任黃士嘉：「(文化國小新規定)我們學校禮拜一到禮拜五的時候不開放,校園開放",0.5,331,1
反對無圍牆校園,"劇,」台北市文化國小教務主任黃士嘉：「(文化國小新規定)我們學校禮拜一到禮拜五的時候不開放,校園開放時間,同時「有限度」校園開放,校園與社區完全阻隔,台北市國小校長協會理事長楊美伶：「圍牆是有必要加高的,校園安全還是亮紅燈,2010年新北市埔墘國小有轎車如恐怖攻擊般衝入校園起火燃燒,這2所學校圍牆都將近2公尺,小二女童遭割喉也讓各界關注校園安全,校長與社區間的融合也是一大關鍵",0.5,331,2
反對無圍牆校園,"對想翻牆的人,水泥牆加碎玻璃阻翻越陳妮（公務員）：圍牆一定需要的,這樣誰敢翻牆,與其去想圍籬要多高,降低牆高須有電子圍籬陳建銘（企業主管）：現在的圍牆太低了,最好是能夠像以前水泥牆上再加上碎玻璃,應教育孩子有純正的心陳文璇（上班族）：圍牆再怎麼防,只有一些老學校還有高圍牆,就要有電子圍籬監視",0.5,332,2
反對無圍牆校園,"學校已經計畫在校園角落重新加設圍牆,學校也擔心除了打架衝突外,於是在22日中午進入學校打人,蔡等3人聽說涂姓學弟遭遇後,但校方事後也有到學生家中說明校園安全如何補助,警方當天傳喚涉嫌的3名中山國中肄業生到案,暴力事件發生在22日中午,3人均是中山國中肄業生,結夥前往學校,涂姓學生則表示未教唆友人打人,日後萬一還有其他更嚴重的事件發生,衝突原因起源於呂姓學生在校內與另一名涂姓學生有摩擦,柯姓等3名少",0.5,333,1
反對無圍牆校園,"家長：「(對方)好像那種會暴力的人也是會怕(他傷害小孩)呀,遭到眼尖的家長發現,高市龍華派出所所長張舒喻：「(查獲到)會對他進行身分盤查,讓家長人心惶惶,還是讓家長繃緊神經不敢大意,眼看家長態度強硬,早就有家長將他的資料PO在手機群組提醒大家注意",0.5,334,1
反對無圍牆校園,"由於校園無圍籬對傳統學校及家長較難接受,無圍籬校園是縣長張花冠田園城市施政方向之一,初期確實受到家長和學校反對,校園圍牆改為親和性圍籬,學校阻力,嘉縣已有6國小完工興中國小：未發生逃學等問題〔記者林宜樟／嘉義報導〕嘉義縣府從一百年度開始推動無圍牆的校園,興中國小校長陳宇水則說,一開始皆稱為「無圍籬」校園,放學後校園是開放空間,上學時校園安全由老師等負責,東榮國小也曾發生假日時民眾將車輛開進校園洗車",0.5,335,2
反對無圍牆校園,"且不說現在高科技的校園監視系統只要與警衛室有效結合,有些校長與家長疾呼應該檢討開放校園政策,犧牲校園師生共享柔適的校園生活空間,這就會帶來家庭教育與學校教育的失能,圍牆高低並不是影響校園安全的重點（圍牆反而易產生視覺死角）,更應該亟思如何讓家庭教育與學校教育不再築有高牆,割喉案並不僅是校園安全危機,因為這類事件並不會只發生在校園,強調開放校園與在地社區連結,」我們的家庭教育與學校教育,這種面向社會",0.5,336,2
國際賽事會場內應該可以持中華民國國旗,"跟著風箏先進學習,獲風箏大賽第一名佳績,希望透過風箏比賽提高台灣在國際的能見度,由四十個櫻桃小丸子組成的風箏,不過未來還會繼續創作能代表台灣的風箏,十一年前重拾兒時的風箏童趣,王振發受邀參加越南頭頓風箏節活動時,」四年來轉戰十場國際風箏節的蔡文福雀躍地描述,但是我們還是私下把國旗綁在風箏上,但只要想到在攤位或風箏掛上國旗,蔡文福說：「雖然越南國際風箏節活動採奧運模式,魚串等破百米的風箏,【林靜盛╱",0.5,337,1
國際賽事會場內應該可以持中華民國國旗,"7639名運動員同場競技,這次世大運,反恐維安是世大運籌辦工作中最重要的一環,大陸選手有113人,只要符合大會規定,請大家放心,也是我國有史以來舉辦最大型的國際綜合性運動會,尺寸在1公尺乘以2公尺內大小的旗幟或標語,教育部昨向行政院院會陳報2017台北世界大學運動會籌辦情形,預期世大運賽事進行期間各國來台旅客大幅增加,世大運的興建,籌備與營運期,他們是否參加世大運開幕式備受關注,台北世大運19日將",0.5,338,2
國際賽事會場內應該可以持中華民國國旗,"他剛在世界盃歐洲蔬果雕錦標賽勇奪一金一銀,就被視為台灣蔬果雕的第一人,已經被視為台灣蔬果雕的第一人,這顆紅通通的蘋果就有了一朵花的樣子,去年也在韓國拿下蔬果雕的金牌,在世界也是數一數二的蔬果雕高手,23歲的楊柏偉在「世界盃歐洲蔬果雕」比賽中,」不管是什麼樣的蔬果食材,蔬果雕達人楊柏偉：「我拿金牌的項目,在蔬果雕的領域",0.5,339,1
國際賽事會場內應該可以持中華民國國旗,"對此林宗成並未正面答覆,」他還胸有成竹的說,」林宗成,棒協秘書長林宗成強調,對此林宗成說,林宗成說：「比賽依循奧會模式",0.5,340,1
國際賽事會場內應該可以持中華民國國旗,"幫曾雅妮加油打氣,曾雅妮氣勢如虹,曾雅妮也成為繼高球名將韋珀之後,曾雅妮照樣在前9洞和後9洞,高球好手曾雅妮再度為台灣爭光",0.5,341,1
國際賽事會場內應該可以持中華民國國旗,"邱淑容先生盧華傑：「她現在還是在危險期中,目前邱淑容還沒渡過危險期,邱淑容的先生說,甚至得天天利用藥物讓邱淑容昏睡,超馬媽媽邱淑容8月中旬到法國參加1150公里的超馬比賽,這一天的邱淑容是驕傲但卻痛苦的,邱淑容到醫院檢查,」邱淑容的女兒天天念著祝福的卡片和話語給媽媽聽,超馬媽媽邱淑容不忘揮舞著青天白日的國旗,醫療團隊根本不敢輕易移動邱淑容,是能讓截肢的邱淑容返回台灣治療",0.5,342,1
國際賽事會場內應該可以持中華民國國旗,"戴遐齡於昨日新閣揆召開的記者會後,擁有田徑國手背景和全國紀錄保持人身分的戴遐齡,戴遐齡已是行政院體委會於1998年掛牌成立以來,人在現場的戴遐齡,戴遐齡隨即在立法委員的質詢下慷慨陳詞：「自由時報沒有求證就亂寫,戴遐齡在此次內閣改組中獲得留任並不意外,戴遐齡說",0.5,343,1
國際賽事會場內應該可以持中華民國國旗,"大會特別頒發「最佳人緣獎」給予林義傑,義傑仍惦記著這些來自台灣的隻字片語,義傑一馬當先跑第1,美國超馬常勝軍查理(CharlieEngle)特別邀請林義傑與本次冠軍札哈布,」台灣朋友網路加油林義傑透過大會網站,林義傑說：「這真的是一場人類體力與精神的超級馬拉松賽,撒哈拉超馬賽【黃建仁╱綜合報導】「超馬悍將」林義傑昨天跑完艱辛的「埃及撒哈拉沙漠7天6夜超級馬拉松賽」,由於義傑經常幫忙參賽選手,義傑想",0.5,344,1
國際賽事會場內應該可以持中華民國國旗,"第1次到台北小巨蛋比賽,昨天終於進小巨蛋練球,台北小巨蛋首次舉辦羽球國際賽,280位好手今於台北小巨蛋點燃戰火,「聽說小巨蛋開演唱會很有名",0.5,345,1
國際賽事會場內應該可以持中華民國國旗,"領隊葉和源校長對小朋友們的拼勁與教練團的調度感到滿意,韓國隊在隨後的4局未能再越雷池一步,比賽中,中華隊以20比0完封陣中擁有1名女性選手的印尼隊,中韓之戰首局雙方均未得分,下午遭逢潛在爭冠對手之一的韓國隊,下半場韓國隊也拿下1分,第2局上半中華隊連得2分,對於中華民國駐菲代表處及僑胞們的支持也感到溫馨,第3局上半中華隊靠著密集安打及盜壘再下兩城,中華隊12號選手林振瑋遭韓國投手暴投擊中頭部,中華",0.5,346,1
國際賽事會場內應該可以持中華民國國旗,"拿走最大獎「金針金線獎」的金牌,本屆由力上西服的游金塗獲選國手,」游金塗說,今年49歲的游金塗笑說「差2個月就不能參加比賽了,游金塗說,力上西服的設計師游金塗還是打敗義大利等國,其中最大獎項便是「金針金線獎」,游金塗還是克服困難抱走金牌",0.5,347,1
國際賽事會場內應該可以持中華民國國旗,"北蘇門答臘國際合唱大賽（NSICC）以「讓我們為和平而唱」為主軸,在三十五隊合唱團中脫穎而出,更多時候餐食不合胃口加上大雷雨,「大家還是把握機會練唱,魯凱族歌謠《讚美歌唱》和搭配舞蹈動作的峇里島民謠《姜耶舞》贏得民謠組金牌,台北愛樂青年合唱團不僅是唯一的台灣參賽團體,台北愛樂青年合唱團參加首屆印尼北蘇門答臘國際合唱大賽,台灣的合唱實力著實令人動容,沒想到在唱完印尼民歌《小小燭光》（Lilinlil",0.5,348,1
國際賽事會場內應該可以持中華民國國旗,"2017年台北世界大學運動會今（19）日晚間在台北田徑場舉行開幕典禮,1987年開始參加世界大學運動會,但世大運「必須遵守奧會規定」,台灣以奧會模式的「中華台北」名義主辦本屆世界大學運動會,國際大學體育總會（FISU）主席馬蒂特辛（OlegMatytsin）今天上午在記者會公開表示,根據世大運的觀眾席規定,這將是歷年來世大運開幕典禮首見",0.5,349,1
國際賽事會場內應該可以持中華民國國旗,"咖啡杯測師大賽比賽規則看似簡單,正在墨爾本舉辦的2014世界盃咖啡杯測師大賽結果出爐,這是台灣代表首度獲得咖啡杯測師大賽冠軍,卻能考驗出杯測師的能力,今年3月以個人名義先參加台灣咖啡協會舉辦的台灣區咖啡杯測師大賽奪冠後,奪得2014世界盃咖啡杯測師大賽冠軍",0.5,350,1
國際賽事會場內應該可以持中華民國國旗,"五星級飯店西式甜點主廚多為外國人,賽前到法國集訓「世界盃甜點大賽」今年有二十隊參賽,遠東飯店點心房主廚何文熹負責督導訓練,台灣選手首次參加其中的「世界盃甜點大賽」就獲得第七名,傍晚則呈現複合式盤式甜點,上午十一時首先出巧克力甜點",0.5,351,1
國際賽事會場內應該可以持中華民國國旗,"2013年第6屆剛柔會世界盃空手道錦標賽12至16日在西印孟買（Mumbai）國家室內運動廣場舉行,參加2013年第6屆剛柔會世界盃空手道錦標賽的中華代表隊,奪金選手張靜麗為台灣空手道剛柔會首席師範,台灣空手道剛柔會理事長黃玉梅今天在電話中告訴中央社記者,這是1項由國際空手道剛柔會（IKGA）主辦",0.5,352,1
國際賽事會場內應該可以持中華民國國旗,"桃園中平國小棒球隊今天在世界少棒聯盟少棒錦標賽出戰日本,李國強在賽後記者會上表示,不少美國球迷主動拿中華民國國旗,總教練李國強肯定小將表現,最重要得加強小球員的心理建設,李國強坦言,但李國強仍肯定小將",0.5,353,1
國際賽事會場內應該可以持中華民國國旗,"終將在世界舞台上重新站起來,「台灣在世界上到底是以什麼樣貌存在,這是改變台灣未來最重要的「蓄勢」工程,把「台灣」意象極大化：這是形塑「我們是誰」的基樁工程,只有台灣和難民隊伍舉著奧運會旗進場,台灣做不到嗎,讓「台灣」成為民族靈魂的力量,台灣就愈有機會蛻變成為正常國家,台灣將永遠被美中兩大強權支配,台灣是國家,台灣社會不可能爆發奇蹟式的太陽花運動,台灣新國家站起來如果依據國際現實政治理論,分別是台灣",0.5,354,1
國際賽事會場內應該可以持中華民國國旗,"灣是國家,台灣社會不可能爆發奇蹟式的太陽花運動,台灣新國家站起來如果依據國際現實政治理論,分別是台灣和巴勒斯坦,班納迪克在叡人的書「受困的思想」中說：「台灣要變成一個像樣的好國家不是烏托邦,我們必須以「台灣」之名重新向國際的現實政治高牆不斷敲擊,台灣也是非國家,如同班納迪克期勉台灣人：「一個適當的行動方式,為受困的台灣蓄勢,台灣像國際「賤民」派任德國大使的好友謝志偉說：「我曾在德國的外交官網查詢,",0.5,354,1
國際賽事會場內應該可以持中華民國國旗,"分組前2爭壯年世界盃,決定年年率隊參加,舉辦12年以來,也在泰國的彭世洛角逐國際壯年世界盃,甚至可以享受一種當年踢中華隊都沒有的待遇,壯年世界盃由泰國壯年足協舉辦,大會通知壯年盃,壯年世界盃有38歲的參賽年齡下限,壯年盃冠軍戰則由伊朗對上全為退役職業球員",0.5,355,1
國際賽事會場內應該可以持中華民國國旗,"留言指出室內合唱團去參賽的團員必須通過甄選,四一二個合唱團參賽,趁著合唱團成立十年,由各行各業愛唱歌的民眾組成的台中市室內合唱團,團長王政義決定挑戰世界合唱比賽,台中市內合唱團擊敗包含中國在內的多國勁敵,帶領廿名成員前往美國辛辛那提參加「二○一二世界合唱大賽」民謠組,因為合唱團為了能順利出國比賽,合唱團最後迫於經費只得嚴選廿人出國比賽,當合唱團團員唱起排灣族民謠〈來甦〉以及宜蘭民謠〈丟丟銅仔〉,合",0.5,356,1
國際賽事會場內應該可以持中華民國國旗,"哥哥田晉瑜說,嘉義市兄弟檔田晉瑜和田家瑜,田晉瑜笑說,田晉瑜說他一直沒有覺得國旗很漂亮,田家兄弟的父母是私校的校董",0.5,357,1
國際賽事會場內應該可以持中華民國國旗,"也在美國奪得世界青少年視障運動會柔道的金牌,柔道世家柔道國手李青忠來自后里赫赫有名的柔道世家,當選柔道國手,也都是柔道三段的高手,所以從小就訓練孩子勤練柔道,三子青忠都是柔道四段,個個都是柔道國手",0.5,358,1
國際賽事會場內應該可以持中華民國國旗,"詹詠然：「她們配起來默契不錯,」雖然不認同自己的表現,在母親陪伴下詹詠然看起來精神很好,10日拿下美國網球賽亞軍的詹詠然,詹詠然還是自我檢討一番,讓自己與台灣都揚名世界的詹詠然上午已經返抵國門,至少可以證明我們在澳網不是偶然,詹詠然穿著粉紅色背心看起來精神洋溢,詹詠然和家人聚在一起,詹詠然也很有風度地表示,詹詠然：「可能經驗方面吧,網球選手詹詠然：「很高興能打到決賽",0.5,359,1
國際賽事會場內應該可以持中華民國國旗,"為台灣咖啡史增添一筆光榮紀錄,代表台灣首度參加沖煮賽事的選手魏汝瑛勇闖前6強決賽,台灣咖啡協會副理事長周溫培轉述,是台灣10年來最好的成績,代表台灣參加咖啡大師賽事的吳則霖,台灣咖啡選手遠征義大利傳回捷報,是台灣奪下世界盃咖啡大賽冠軍的第1人,台灣咖啡協會表示,創下台灣歷年參賽最佳成績",0.5,360,1
國際賽事會場內應該可以持中華民國國旗,"二○一七世界麵包大賽（MONDIALDUPAIN）今年在法國南特舉辦,獲獎麵包下月販售今年台灣隊由「巴黎波波歐式麵包」主廚陳耀訓（三十六歲）領軍參賽,選手須在八小時三十分鐘內完成長棍麵包,組成法國麵包大使協會主辦,另陳以「祥獅獻瑞」作品參賽藝術麵包,並由曾拿世界麵包大賽銀牌的王鵬傑任教練,甜麵包,兩年舉辦一次的世界麵包大賽,由法國擁有國家頒發最高榮譽工藝首獎的MOF（MeilleurOuvrier",0.5,361,1
國際賽事會場內應該可以持中華民國國旗,"年舉辦一次的世界麵包大賽,由法國擁有國家頒發最高榮譽工藝首獎的MOF（MeilleurOuvrierdeFrance）麵包大師發起,該店麵包好吃不油,有機麵包特別獎與最佳助手三大獎項,店內麵包從單價九元巧克力可頌到一條六百多元天然酵母麵包均有,藝術麵包等項目,獲天然酵母有機麵包第一名作品,其和吳寶春二○一○年奪金的路易樂斯福世界盃麵包大賽CoupeduMondedelaBoulangerie同為世",0.5,361,1
國際賽事會場內應該可以持中華民國國旗,"二○一○年奪金的路易樂斯福世界盃麵包大賽CoupeduMondedelaBoulangerie同為世界重要麵包技藝競賽,繼上屆台灣選手陳永信獲總成績第一名和藝術麵包冠軍後,助手周小槿（二十二歲）剛從高雄餐旅大學畢業,此次獲獎麵包下月販售,酵母麵包八折,今年再由台灣隊高雄「巴黎波波歐式麵包」主廚陳耀訓與助手周小槿奪下總成績第一名",0.5,361,1
國際賽事會場內應該可以持中華民國國旗,"讓安打數不是很多的中華隊,終場中華隊9：1,這個失誤也奉送中華隊第3分,隊友頻頻發生失誤,中華隊9：1,中華隊再度捧回冠軍盃,德州隊發生3次要命失誤,但德州隊忙中有錯,由台北市重慶國中組成的中華青少棒代表隊,體育台主播：「非常恭喜中華隊,前5局受制於德州隊先發投手的封鎖,全隊興奮的抱在一起,中華小將再次揚威國際,」這也是中華隊第18次,中華青棒隊先拿下IBAF世界青棒錦標賽冠軍,體育台主播：「中華",0.5,362,1
國際賽事會場內應該可以持中華民國國旗,"再次揚威國際,」這也是中華隊第18次,中華青棒隊先拿下IBAF世界青棒錦標賽冠軍,體育台主播：「中華隊如願拿下2010年,打敗了美國德州隊,中華隊得到第4分,中華隊就一直得分,」國旗在場中飛舞,中華隊2：1超前了比數,中華隊當家投手林子崴投出再見三振,6局上半中華隊展開反撲,逆轉擊敗德州隊,以9：1逆轉擊敗美國組冠軍德州隊,而中華少棒隊也正在威廉波特奮戰",0.5,362,1
國際賽事會場內應該可以持中華民國國旗,"臉上貼著台灣國旗並與400位台灣跑者齊呼加油,近200萬東京民眾沿途為跑者加油,這場比賽約有３萬5500人參加,但沿路日本民眾與跑者熱情為他加油",0.5,363,1
國際賽事會場內應該可以持中華民國國旗,"開幕式時還唱國歌,不時在當地廣場快閃練唱,縣府已準備盛大迎接這群「唱出希望,」屏東排灣族青少年組成的希望合唱團連傳捷報,是盼今年錄製好希望合唱團第一張專輯」,」希望合唱團創團9年,揉合古調與現代曲風,快閃練唱成焦點該團執行長蔡義方說：「這趟羅馬,希望合唱團小檔案●團名：希望合唱團●沿革：2008年7月成立,招收國小至高中排灣族青少年●特色：以現代合唱呈現原住民傳統古調,民謠組銀獎等獎項資料來源：希",0.5,364,1
國際賽事會場內應該可以持中華民國國旗,"月成立,招收國小至高中排灣族青少年●特色：以現代合唱呈現原住民傳統古調,民謠組銀獎等獎項資料來源：希望合唱團,特別是團員在開幕式獻唱國歌,該團以現代合唱呈現原住民傳統古調,拿下決賽演唱金獎,原為國小校內合唱團2012年更名為Puzangalan（排灣族語,原為國小校內合唱團,最佳獨唱獎等5獎項,成為專業合唱團體,希望合唱團目前利用長治鄉一處農舍練唱,融合現代音樂曲風●獲獎紀錄：2010年第10屆中",0.5,364,1
國際賽事會場內應該可以持中華民國國旗,"伊士麥Turkey上屆世大運男單金牌盧彥勳,因彥勳拒絕世大運,本次未參加世大運,鮮少參加世大運,甚至東亞運首列網球,連奧運摘金戴銀的跆拳道,在長官眼中「奧運不能奪牌」的網球了,尤其世大運,亞運,世大運後再開會討論,大家都問",0.5,365,1
國際賽事會場內應該可以持中華民國國旗,"終場台灣隊8比9輸加拿大,12強賽昨日戰績南韓13：2委內瑞拉古巴8：7波多黎各美國10：0墨西哥日本4：2多明尼加荷蘭16：1義大利加拿大9：8台灣【球迷報報】力挺台灣隊一路打到日本去我是獅迷,加拿大9:8台灣【羅惠齡╱台中報導】台灣隊昨單場3轟,我最喜歡獅隊內野手林志祥,加拿大教頭威特(ErnieWhitt)說：「要向台灣隊及球迷致敬,面對2012~2013年日本火腿前隊友莫勒肯(Dustin",0.5,366,1
國際賽事會場內應該可以持中華民國國旗,"eWhitt)說：「要向台灣隊及球迷致敬,面對2012~2013年日本火腿前隊友莫勒肯(DustinMolleken),台灣隊全場緊咬加拿大不放,」台灣隊全場12支安打,首屆世界12強棒球錦標賽預賽前3戰敲7轟居12支參賽球隊之冠,幾乎所有球迷一致為中華隊加油,而且只有貼貼紙不足以表示對台灣隊支持,3戰敲7轟勇冠12強台灣隊已賽3戰,希望台灣加油,特別從高雄來台中看12強賽,也是國家隊沉默的王牌,",0.5,366,1
國際賽事會場內應該可以持中華民國國旗,"能看見這麼多人建築界人才能代表台灣在英國,台灣學子在這裡也不缺席,最難得的是用原生於台灣的蒺藜草直接沾黏,三百個腳踏車輪胎及原生於台灣的蒺藜草當創意素材,台灣留學生顏士強則說,這個作品要呈現出台灣腳踏車王國的氣派",0.5,367,1
國際賽事會場內應該可以持中華民國國旗,"讓他一度想要放棄比賽,比賽到一半,比賽過程辛苦,」他說這次比賽全程100公里,比賽結束,現在比賽完要回台灣了,比賽期間,比賽結束後興奮自拍",0.5,368,1
國際賽事會場內應該可以持中華民國國旗,"協會理事長謝美美強調,但在晚宴及酒會上總不能披著國旗到處跑,今年11月再次代表台灣參加第59屆世界盃花式調酒,今年特色是增加女子花式調酒組,國際傳統調酒則由2009年世界盃冠軍吳柔文,也將穿著國旗改良洋裝表演傳統調酒,〔記者楊菁菁／高雄報導〕調酒界嘉年華盛事「第16屆金爵獎國際調酒大賽」,從4歲開始參加調酒比賽,許博勝今年是參加國際調酒賽最後一年,年僅15歲的港都調酒小魔女郭植伶,中華民國調酒協會",0.5,369,1
國際賽事會場內應該可以持中華民國國旗,"吳松濂表示,吳松濂等3人足足準備了半年,吳松濂嘴角忍不住露出驕傲的笑容,台灣隊員有吳松濂,吳松濂說,還有吳松濂的作品「飛天」,吳松濂激動萬分,國旗高掛吳松濂激動〔記者蔡智銘／沙鹿報導〕弘光科大食營系副教授吳松濂",0.5,370,1
