text_a,text_b,label,idx
油價應該凍漲或緩漲,"許敏溶／台北報導〕油價「多元吸收」方案即將在後天屆滿,中油吸收的成本則希望能以「漸進」,經濟部會密切觀察國際油價走勢,財政部與台灣中油公司以「多元吸收」方式分攤國內汽柴油漲幅,也不能在民眾苦不堪言之際調高油價,柴油一．四元,中油就已經超收不合理的附加費用,甚至沒有公布計價公式,就會把中油吸收的部分反映出來,財政部透過減徵油品貨物稅吸收汽油每公升一．三元,中油則是分兩次共吸收一．八元與兩元,反對中油",1.0,293
油價應該凍漲或緩漲,"映出來,財政部透過減徵油品貨物稅吸收汽油每公升一．三元,中油則是分兩次共吸收一．八元與兩元,反對中油將貨物稅反映在油價上,若國際油價已降得很低,經濟部表示油品貨物稅部分尊重財政部的看法,中油不應將貨物稅反映在油價上,也就是廿八日星期五下午五時宣布新油價時,中油最快在週六就會調回先前吸收的差額,油價補貼差額要如何恢復",1.0,293
油價應該凍漲或緩漲,"【張勵德╱台北報導】上周國際油價持續在高檔盤旋,目前中油累計吸收汽油每公升二點八元,利比亞動盪影響中油表示,上周指標國際油價周均價來到每桶一百一十八點三五美元,短期內利比亞動亂仍讓油價在高檔震盪,預估油價回檔空間有限,但中油持續減半調漲,政府應該提早實施平抑油價的政策,台塑油品價格除九八無鉛汽油比中油售價高零點一元外,台灣中油昨宣布,導致上周國際油價持續在高檔盤旋,待未來油價回跌再逐步回收,汽柴油",1.0,294
油價應該凍漲或緩漲,"經濟部昨指暫無緩漲油價計劃,而依油價補貼規定,油價漲,加滿1次油要多花30元不等,據中油浮動油價公式計算,將道德勸說客運業持續吸收油價,將漲票價,超過者採上月油價均價補貼,票價恐被迫調漲至少30~50元,不凍漲油價,1個月光油價支出達1.3億元,發油量最大的95無鉛汽油將達36元,柴油大漲0.6~0.7元,中油公司預估後天汽柴油將大漲0.6~0.7元,應可凍漲油價,暫無緩漲油價打算,創今年國內油價",2.0,295
油價應該凍漲或緩漲,".7元,中油公司預估後天汽柴油將大漲0.6~0.7元,應可凍漲油價,暫無緩漲油價打算,創今年國內油價單周最大調幅紀錄,而因柴油價格也將超過客運油價補貼上限,以穩定物價和民心,導致國際油價飆升,下周油價將超過補貼上限,超級柴油每公升最高可漲到33.5元,預估後天汽油每公升大漲0.5~0.6元,下周柴油價若飆到33.5元,若客運票價一動,客運油價補助基準點為每公升28.1元,95無鉛汽油將漲至36元,",2.0,295
油價應該凍漲或緩漲,"教育部會努力讓家長負擔維持不變,已凍漲兩年的國中小教科書將在今年八月漲價,最後送教育部備查,要求教科書凍漲,前天台中巿議員還發起一人一信塞爆教育部,教育部國教司長楊昌裕說,教科書計價委員會上周四通過下學年國中小教科書將調漲,國中小教科書價格是由各縣市輪流主辦,楊惠琪╱台北報導】教科書計價委員會日前決議,出版社怒：油也該凍漲教育部長吳清基昨邀集教科書計價業務主辦縣巿,再送教科書議價委員會確定,台南巿",1.0,296
油價應該凍漲或緩漲,"緩漲機制中沒有完全的凍漲,油價緩漲機制將分為三個級距,等到國際油價回到70多美元時,中油將吸收50%,國際油價大漲只是「短期現象」,中油將先吸收25%,95汽油達到35元時,中油與政府將吸收75%最多,都是依照目前的油價機制正常漲跌,中油與政府將共同吸收75%,中油預估,可以減緩油價上漲對於物價的衝擊,95汽油在30元以下時",1.0,297
油價應該凍漲或緩漲,"民眾加滿50公升油箱需多付5元,將是近1個月來汽油第3度漲價,汽油可能調高0.1元或是不調漲,屆時加油量最大的95無鉛新價將上看32.3元,開車族張美芬說：「只調0.1元還可以接受,後天中油汽油價格可望不調漲或小漲0.1元,最新中東指標原油均價為113.79美元",1.0,299
油價應該凍漲或緩漲,"將啟動減半調漲的緩漲機制,啟動凍漲機制★閉合機制：因緩漲或凍漲所吸收金額累積達50億元時,」油價緩和機制規劃★緩和機制：．月漲幅達5％時,就結束緩和機制,其中一版加入「緩和機制」,停止緩漲或凍漲★回補機制：若油價下跌時,【王玉樹╱台北報導】台灣經濟研究院接受能源局委託研究「浮動油價機制」修正案,啟動緩漲機制,建議加入「累積盈餘特別回饋」機制或固定成本等概念後,其中前者更增加「緩和機制」",1.0,300
油價應該凍漲或緩漲,"明年春天將再漲第二波,所以7月「先漲2成」,每度約漲0.43元,漲幅史上最高,最新方案汽油每公升將漲6元,95無鉛汽油每公升將漲到36.7元,天然氣也將自7月漲3成,天然氣價將跟著新政府上台一併調漲,平均每度會漲0.43元,扣除台幣匯率漲幅後,首波自7月起漲2成,電價則將分階段調漲,汽柴油每公升漲6元與6.6元,每度須漲3.9元,仿電價採不同級距收費◎桶裝瓦斯˙整體漲幅：9%˙零售漲幅：3.5元/",1.0,301
油價應該凍漲或緩漲,"元與6.6元,每度須漲3.9元,仿電價採不同級距收費◎桶裝瓦斯˙整體漲幅：9%˙零售漲幅：3.5元/公斤˙現價：平均720元/20公斤˙預估新價：平均790元/20公斤˙規劃內容：無資料來源：經濟部,從2.15元漲到2.58元,應採分階段緩漲,不要一次漲足衝擊民生物價,天然氣先漲3成,七月後電價與瓦斯氣價預估漲幅◎電價˙整體漲幅：20%˙零售漲幅：0.43元/度˙現價：2.15元/度˙預估新價：2",1.0,301
油價應該凍漲或緩漲,"斯氣價預估漲幅◎電價˙整體漲幅：20%˙零售漲幅：0.43元/度˙現價：2.15元/度˙預估新價：2.58元/度˙規劃內容：．110度基本用電不調．330度以下少調．增設700度級,「再漲太可怕了,新政府應檢討一次漲足想法,物價也會跟著漲,超過700度者漲幅將最高,油價可望自6月2日起「一次漲足」,油電再漲,漲幅將最高．以上漲幅均未定◎天然氣˙整體漲幅：30%˙零售漲幅：3.9元/度˙現價：12.",1.0,301
油價應該凍漲或緩漲,"汽油今起原應漲零點六元,今起國內汽油價格每公升僅調漲零點三元,僅各調漲零點三和零點四元,柴油調漲零點四元,柴油原本每公升須調漲零點六與零點七元,發油量最大的九五無鉛汽油調漲後每公升售價三十點八元,指標原油價格從每桶八十點四四美元大漲為八十八美元,柴油應漲零點七元",1.0,302
油價應該凍漲或緩漲,"九五無鉛新價35.7元,民眾農曆新年要加油,國際原油價格上漲不大,台灣中油預計下周一調漲油價,國內汽柴油每公升漲0.6元,將創4個多月來國內油價新高,汽油每公升共貴1.3元,油價5漲1跌,台塑石化對外購油成本會增加,本周油價已漲0.3元,中油將暫緩調整油價,恐怕都得忍受這4個多月來的新高油價,光加油就要多出好多錢,而浮動油價機制會反映連動匯率價格,開車族下周一加滿50公升油,九五無鉛汽油上看35.",1.0,303
油價應該凍漲或緩漲,"中油公司昨宣布本周油價不調整,連續兩個禮拜油價沒變,有助穩定生活中油表示,中油表示,汽柴油價格不予調整,待未來油價調降逐步回收,其餘各類油價都與中油相同,超級柴油則為二十六點三元,九二無鉛汽油每公升二十八點七元,【張勵德╱台北報導】本周國際油價持續盤整,九八無鉛汽油為三十點九元,台塑98貴0.1元台塑石化昨也跟進宣布本周油價不調整,上周國際油價持續在高檔盤整,除九八無鉛汽油比中油售價略高零點一元外",1.0,306
油價應該凍漲或緩漲,"漲價累計十五％的範圍也過寬,當下個月九二無鉛汽油的稅前價由每公升十八點二七元上漲一元,台灣中油公司在今年一至九月就已經賺足全年的法定盈餘,以截至本月廿九日的國際油價估算,政府得衡酌對物價與民生的影響,國內汽柴油每公升已上漲逾兩元,加上預估目前國內油價漲幅未達十五％的上限,國內漲幅累計達十五％時才會凍結油價浮動,當國內油價持續上漲累計達十五％時,92無鉛稅前價飆至19.27元才能凍結依據浮動油價機制",1.0,307
油價應該凍漲或緩漲,"結油價浮動,當國內油價持續上漲累計達十五％時,92無鉛稅前價飆至19.27元才能凍結依據浮動油價機制,陳瑞隆則強調中油在油品行銷部分不但沒賺錢,國際油價必須要突破一百美元大關,週一紐約原油期貨價格漲破每桶九十三美元,國內油價調漲勢在必行,汽柴油每公升將上漲七角,原油漲破93美元立委喊油價凍漲〔記者曾慧雯,但確定燃料用油,因此他支持國內油價應該反映購油成本,決議十一月油價仍然依浮動機制調漲,立委李慶",1.0,307
油價應該凍漲或緩漲,"慧雯,但確定燃料用油,因此他支持國內油價應該反映購油成本,決議十一月油價仍然依浮動機制調漲,立委李慶華與羅世雄提案要求經濟部在十一月一日就先暫停浮動油價機制,九月二日實施的浮動油價新機制,屆時將按承諾暫停調漲油價,立法委員紛紛要求下個月油價應暫停浮動,此外國內油價也會維持在亞洲鄰近國家最低價,下個月的國內油價漲幅已經逼近四％,暫時凍結油價浮動,九月實施月調浮動油價到十一月一日公布時,經濟部根本就是",1.0,307
油價應該凍漲或緩漲,"下周一起新價將達27.8元,中油的汽,不過中油表示,如國際油價跌得不夠多,補回本周未漲價格油價已經連續3周調漲,汽油也可能有小漲0.1元機會,國際油價跌回80美元內很正常,下周柴油估計小漲0.1元,中油高層強調將補回,【王玉樹╱台北報導】周末有空還是加個油較保險！雖然國際油價下跌,最便宜的92無鉛汽油也要30.1元,柴油累積各已吸收0.2元與0.3元未漲,柴油則會調漲0.1元,離去年最高價位31元",1.0,309
油價應該凍漲或緩漲,"油也要30.1元,柴油累積各已吸收0.2元與0.3元未漲,柴油則會調漲0.1元,離去年最高價位31元只差1角,將導致下周汽油價格不調整,目前3種汽油價位全部在每公升30元以上,則95無鉛汽油會小升到30.9元,下周汽柴油每公升原有調降0.1到0.2元空間,依浮動油價機制,柴油累積各有0.2元與0.3元未漲,中東國內指標油價最新均價為79.23美元,因此中油將順勢調回,但因本周油價為維持亞洲鄰國最低",1.0,309
油價應該凍漲或緩漲,"中油表示,本周漲價純粹是受到美元升值影響,九八無鉛汽油為三十一點三元,若油價持續走跌,記者張勵德今起新油價單位：元/公升註：括弧內為台塑牌價,其餘各類油價都與中油相同,中油與台塑牌價相同資料來源：台灣中油公司,調整後發油量最大的九五無鉛汽油每公升為二十九點八元,中油本周會密切觀察價格變動,95無鉛汽油及超級柴油,超級柴油則為二十六點六元,受國際油價上漲影響,不過中油副總林茂文強調,既然國際油價可能",1.0,310
油價應該凍漲或緩漲,"油及超級柴油,超級柴油則為二十六點六元,受國際油價上漲影響,不過中油副總林茂文強調,既然國際油價可能走跌,油價檢討預計順延到月底才辦理,中油公司昨宣布,本周五會提前反映降價,今天凌晨零時起調漲國內汽柴油價格,短期內國際油價還有再往下修正的可能,原油上揚擬凍漲由於下周日(十四日)適逢農曆大年初一,每公升汽柴油應分別調漲零點三元,近期油價波動幅度大,做為國內油價調整依據的國際原油價格周均價為每桶七十二",1.0,310
油價應該凍漲或緩漲,"升汽柴油應分別調漲零點三元,近期油價波動幅度大,做為國內油價調整依據的國際原油價格周均價為每桶七十二點九九美元,中油為何不能先暫時吸收成本讓民眾過個好年,民眾陳智生說：「農曆年返鄉開車或出遊都要用油,上周國際油價先漲後跌,除九八無鉛汽油比中油售價略高零點一元外,九二無鉛汽油每公升二十九點一元,連帶導致國際油價持續走跌,若油價上揚則傾向維持凍漲至年後再檢討",1.0,310
油價應該凍漲或緩漲,"兩階段啟動點分別是國際原油價格周均價每桶一百美元與一百二十美元時,第一階段啟動點約在中東指標油價周均價達一百美元,經濟部將視情形啟動「兩階段多元吸收」緩漲機制,油價則採「兩階段多元吸收」緩漲,第二階段則為一百二十美元,第一階段啟動時油價漲幅將減半,第二階段每公升只漲零點四元,第二階段啟動時漲幅將減三分之二,第一階段將由中油吸收一半漲幅,第二階段由政府,第一階段啟動時每公升只會漲零點六元",1.0,311
油價應該凍漲或緩漲,"由於國際原油與上周差距不大,國際油價還在高檔,柴油恐貴0.1元截至昨天為止,各類汽油全破三十元,依最新國際油價推估本周汽,但是不漲民生油價作因應,」但因柴油之前仍有零點一元的優惠未回收,開車族方俊元說：「拜託別再漲價了,台灣中油後天可能暫不調漲汽油油價,中油主管昨表示,當九五無鉛汽油每公升漲到三十二點五元,中油其實可以透過調漲石化產品與燃料油,「估計本周汽油不會漲,因此柴油有機會調漲零點一元,超級",1.0,314
油價應該凍漲或緩漲,"點五元,中油其實可以透過調漲石化產品與燃料油,「估計本周汽油不會漲,因此柴油有機會調漲零點一元,超級柴油漲到二十八元時,上周油價調漲零點六元後,陳慜蔚╱台北報導】本周汽油不漲價機率大,柴油約各有零點一元調漲空間,但柴油尚有優惠金額未回收,民眾周六前還是先加油為佳,油價應凍漲,民眾這兩天還是先加油為佳,但由於國際油價仍可能隨時飆高",1.0,314
油價應該凍漲或緩漲,"汽柴油每公升原應各漲零點五元及零點六元,較前周上漲二點零八美元,柴油一點三元,本周汽柴油價格每公升原應各漲零點五元及零點六元,漲後僅九八無鉛汽油售價比中油高零點一元,累計吸收未漲幅度汽油一點一元,汽柴油每公升僅各漲零點三元,指標國際原油價格周均價每桶達九十九點七七美元,九五無鉛汽油新價每公升三十一點八元,今起每公升汽柴油各漲零點三元",1.0,315
油價應該凍漲或緩漲,"柴油零點一元,柴油一點三元,期間汽油每公升累積漲一點二元,台灣中油宣布從今天凌晨零時起調降國內油價,各式汽油每公升調降零點二元,柴油每公升調降零點一元,本周跌幅為百分之零點六,因此各式汽油每公升調降零點二元",1.0,317
油價應該凍漲或緩漲,"傳出下個月開始要解凍漲,通路已經傳出醞釀再漲個2到5成,因為民生物價已經傳出漲聲響起,也都傳出醞釀調漲,也傳出有1,至少得多出個1,傳出下個月開始,3千元支出",1.0,318
油價應該凍漲或緩漲,"這部分不能讓中油一直吸收,汽油將漲0.7元,預估台灣中油後天將調漲汽,因美國墨西哥灣可能受颶風來襲影響產油量,紐約輕原油昨彈升至每桶一百一十七點三美元,柴油每公升零點七與零點八元,先前連續三周降價,五二○後每公升汽油共漲五點四元,導致近期國際油價起起伏伏,周六中油油價預估表註：以至8/26的國際原油指標價格預估,汽油每公升漲幅可能高達每公升零點九元,荷包緊縮浮動油價本月改成周調後連三降,也是新政府",1.0,319
油價應該凍漲或緩漲,"指標價格預估,汽油每公升漲幅可能高達每公升零點九元,荷包緊縮浮動油價本月改成周調後連三降,也是新政府上台後油價第三次調漲,汽油仍比之前貴三元,國內指標油價之一的中東油價截至昨天為止為每桶一百一十三點二美元,但中油預估會在九月份調整,估計汽油漲幅最高可到零點九元,並影響了中亞石油輸出,能源局局長葉惠青說：「之前中油吸收應漲未漲汽油一點八元,周六起一次加滿五十公升油箱將多付三十五元,依據浮動油價機制,",1.0,319
油價應該凍漲或緩漲,"浮動油價公式進行的修改作業接近完成階段,比上周均價一百零九點八美元漲了百分之三點二,張勵德╱台北報導】油價又要上漲了！由於國際油價走揚,中油同時取消吸收一點八元,柴油每公升分別零點七,若國際油價今明兩天續漲,浮動油價的價格起伏很難預料,「還是趁便宜時把油箱加滿比較實際,連三降累積降價三點一元,柴油最少漲零點七元,中油因此至少調漲汽,現在油價又要漲,柴油漲0.8元,由於國際油價仍看漲,加上美元匯價近",1.0,319
油價應該凍漲或緩漲,"凍漲,【王玉樹╱台北報導】由於國際油價微漲,國內油價再創14個月來新高紀錄,當95無鉛汽油漲到32.5元,目前汽油價格距離立院要求凍漲門檻只差1.6元,汽油每公升足足已貴了2.6元,95無鉛汽油每公升漲至30.9元,超級柴油漲到27.8元,採多元吸收「緩漲」雖然今天汽油加滿50公升只比先前貴了5元,近14個月來國內油價新高,油價應該會在每桶75到85美元之間,台灣中油昨天宣布,「重點是油價漲到30",1.0,320
油價應該凍漲或緩漲,"中油向經濟部提初油價調整提案,可能一次調漲2.5元,可能還一次漲2元,中油向經濟部提案每公升調漲2.5到2.7元,因為油價這回不但要漲,傾向一次大幅度調價「2元」,駕駛：「我覺得都不要漲,最好是都不要漲,柴油調漲之外,這波漲幅約達到1成,油價又要上漲,另一則是分兩階段調價,可說是近年來調漲幅度最大的一次,雖然還沒有確定漲價,假設以每公升調漲2元來計算",1.0,321
油價應該凍漲或緩漲,"最新價格為九八無鉛汽油每公升卅五點七元,若再加上八月二日吸收汽油零點五元,汽油每公升共降二元,不適度管制油價,台塑石化決定柴油降幅將不如中油大,本週油價原僅能調降零點二元,柴油零點六元,汽柴油每公升分別調降二元,中油汽柴油每公升分別調降二元,超級柴油為卅一點三元,九八無鉛汽油每公升為卅五點六元,柴油一點四元的差額,將對煉油廠營運造成很大的衝擊,超級柴油為卅一點九元,紐約原油期貨早盤一度大跌四點零三",1.0,323
油價應該凍漲或緩漲,"一點四元的差額,將對煉油廠營運造成很大的衝擊,超級柴油為卅一點九元,紐約原油期貨早盤一度大跌四點零三美元,柴油價格應分別調降一點五元,油價已回跌近三十一美元或二十％,週五紐約原油期貨價格跌破一百一十六美元,兩者柴油價差為每公升零點六元,汽油同樣降價二元,而這也是近一年來中油首度宣布降價,國民黨執政後兩次調漲油價,然後再調降油價,根據國內新的每週油價調整機制,台塑跟進柴油僅降1.6元〔記者曾慧雯,台",1.0,323
油價應該凍漲或緩漲,"兩次調漲油價,然後再調降油價,根據國內新的每週油價調整機制,台塑跟進柴油僅降1.6元〔記者曾慧雯,台塑石化汽柴油則是分別調降二元,柴油每公升比中油少降零點六元,但中油遵守政府指示,編譯盧永山／綜合報導〕台灣中油公司宣布自今日（九日）零時起,但台塑石化在五月廿八日調價時已吸收汽油每公升一點三元,由於柴油外銷利潤高,中油則表示,但是柴油降幅縮小,因此台塑石化旗下加油站賣不出去的高價柴油",1.0,323
油價應該凍漲或緩漲,"中油嘉義營業處長張凱南出面接受陳英華的抗議書,〔記者余雪蘭／嘉市報導〕嘉義市消費者保護協會理事長陳英華卅日上午率眾到中油嘉義營業處抗議油價不斷上漲,陳英華數度欲闖關,但陳英華不接受,陳英華則質疑既然還在研議,陳英華昨天要向黃敏惠陳情未果,陳英華指出",1.0,324
油價應該凍漲或緩漲,"否則油價應該還是持續小幅震盪,每次加油還是很心痛！」加滿花一千七百元台灣中油昨宣布國內汽油今起每公升調漲零點一元,但油價還是偏高,民眾抱怨：「油價還是偏高,每次加油還是很心痛",1.0,325
油價應該凍漲或緩漲,"除九二無鉛汽油較中油便宜零點一元,九八無鉛汽油每公升三十七點二元,九二無鉛汽油維持每公升三十三點七元,土耳其與敘利亞衝突恐影響供油等因素影響,台塑石化昨傍晚也宣布汽柴油售價不調整,【張勵德╱台北報導】台灣中油昨宣布本周各式汽柴油售價不予調整,現在油價還是偏高,本周各式汽柴油售價不須調整,上周國際油價漲跌互見,指標油價周均價來到每桶一百零九點三六美元,政府應考慮暫時凍漲油價來平抑物價,開車族：應凍漲",1.0,326
油價應該凍漲或緩漲,"【王玉樹╱台北報導】油價又要漲了！台灣中油預計後天再度調漲汽柴油價每公升0.1元,本周汽柴油每公升漲了0.4元,開車族一次加滿50公升油箱多出5元,中油油價累計已吸收每公升達3.1元",1.0,327
油價應該凍漲或緩漲,"並一次漲足中油先前未反映的油價六成,但民眾不領情大罵：「沒感覺！」開車族臭罵漲太多上周一政府宣布解除中油「油價緩漲機制」,汽油平均每公升大漲三點一元,他個人對今年國際油價並不悲觀,而中油已吸收待拿回的油價每公升還有二點一元,對政府突襲式大漲油價怨聲不斷,九五無鉛汽油新價每公升小滑落到三十五點四元,原本汽柴油可降零點二元,但美國會釋出戰備存油,【王玉樹╱台北報導】油價上周大漲後,台塑今也跟進中油調降",1.0,328
油價應該凍漲或緩漲,"本汽柴油可降零點二元,但美國會釋出戰備存油,【王玉樹╱台北報導】油價上周大漲後,台塑今也跟進中油調降,民眾紛紛搶在漲價前把油箱填滿,造成上周日全台加油站大排長龍,九二無鉛售價三十三點八元仍維持比中油少一角,降個一角有用嗎！根本沒感覺！」中油主管指出,受到美國原油庫存大幅增加及全球經濟復甦緩慢等因素影響,台灣中油昨宣布今凌晨零時起調降汽柴油價每公升零點一元,短短一個禮拜國際原油不可能有大變動",1.0,328
油價應該凍漲或緩漲,"各大加油站信用卡天天降價日促銷戰今起進第三季,國泰世華卡則加碼零點一元變為降一點四元,山隆加油站聯邦卡原本天天降一點四元,就會停掉一些卡,但降價後九五無鉛汽油每公升仍高達三十四元,如聯邦銀卡原本天天降一點四元減為一點三元,本季新增澳盛卡自助加油降一點七元,福懋加油站上季原本有四張信用卡適用天天降價優惠,汽柴油每公升可各降零點五元,較前一周下跌二點八四美元,但部分信用卡優惠減碼零點一元,有時一天洗兩",1.0,329
油價應該凍漲或緩漲,"惠,汽柴油每公升可各降零點五元,較前一周下跌二點八四美元,但部分信用卡優惠減碼零點一元,有時一天洗兩次,本月也縮水零點一元,因此漲幅估計約每公斤一元,國泰世華卡原自助加油天天降一點四元改為降一點七元,今起汽柴油每公升調降零點五元,周均價每桶九十九點七八美元,漲幅估計每公斤一元,現在刷卡降價幅度都已不多",1.0,329
油價應該凍漲或緩漲,"一週至少加一次油,不然就用折價券方式,講說浮動油價超收七十五億元,讓民眾加油便宜一點,否則中油也應該至少三個月不漲油價,最近油價又開始漲了,如果中油不能接受油價凍漲,一個月下來油錢都要七千到八千塊跑不掉",1.0,330
油價應該凍漲或緩漲,"油價凍漲純粹是「選舉考量」,選後油價恐「凍不住」了！台灣中油昨表示,柴油每公升也從27.5元漲到32元,但中油坦言應不會一次漲足,油價漲4元,將依機制準備油價調整工作,」雖然國際油價回跌到每桶102美元,如果油價再漲,台塑不調價每月少賺10幾億元,油價漲4元民眾怨聲設法抗漲每天騎機車通勤,」消基會董事長程仁宏強烈要求中油「分次調漲」,油價與瓦斯下月預估漲幅資料來源：經濟部,對後續物價上漲有一定壓力",1.0,331
油價應該凍漲或緩漲,"事長程仁宏強烈要求中油「分次調漲」,油價與瓦斯下月預估漲幅資料來源：經濟部,對後續物價上漲有一定壓力,已著手依浮動油價機制預備於下月調漲汽柴油價格,中油估計每公斤將漲6元才不會虧錢,油價從沒這麼貴過,來減輕物價上漲對國人造成的負擔！歷來單次漲幅最高從去年12月就開始凍漲的國內油價,油價卻漲越高,台塑石化則密切觀望中油動態,一周油錢要100多元,台灣中油公司,如果沒法讓油價不漲,估計汽油每公升將漲4",1.0,331
油價應該凍漲或緩漲,",」大選開票結果專刊之民生窘局馬英九昨未直接回應油價問題,」開車族賴明聰聽到漲幅後嚇了一跳：「中油有必要賺這麼多嗎,」粉領族楊小姐也罵：「選完就大漲價,中油一個月就虧40億元,但開車上班還是得加油,柴油每公升需一次調漲4元與4.5元才夠,600元油錢,發油量最高的95無鉛汽油每公升也將從30.7元漲到34.7元,油價能不漲最好,油價不要再繼續漲下去了,但中油依浮動油價公式估算,入不敷出去年油價沒漲",1.0,331
油價應該凍漲或緩漲,"到34.7元,油價能不漲最好,油價不要再繼續漲下去了,但中油依浮動油價公式估算,入不敷出去年油價沒漲那麼兇之前,桶裝瓦斯飆到758依此目前每公升32.2元的98無鉛汽油每公升將衝破35元,月底將檢討油價,民眾聽到油價漲幅後嚇一大跳說：「希望新總統馬英九管一管,台灣中油發言人朱少華昨指出,賺的變少油價上漲是國際趨勢,讓物價上漲衝擊降低,95無鉛汽油每公升更將逼近35元天價,以每周加50公升汽油計算,",1.0,331
油價應該凍漲或緩漲,"頁岩油就會大舉釋出,立委擔憂油電雙漲噩夢重演,民進黨立委陳明文質詢中油,昨中油赴立院報告油氣輸儲與工安,不要忘記當年國民黨油電雙漲,依照浮動油價機制,充作原油調漲平穩之用,預估中油加台塑,讓瓦斯或汽油凍漲中油董座戴謙回應,屆時油價至少會是3年多新高點,作為國際油價大幅波動時平穩油價之用,內部預估明年國際原油價格每桶有可能大漲至80美元,95無鉛汽油零售價將衝至31.7元高點,「浮動油價公式有中油隱",1.0,332
油價應該凍漲或緩漲,"國際原油價格每桶有可能大漲至80美元,95無鉛汽油零售價將衝至31.7元高點,「浮動油價公式有中油隱藏利潤在裡面,昨也提案要求中油必須比照台電,桶裝瓦斯下月再漲0.7元不僅是油價,由於傳出石油輸出國組織（OPEC）與俄羅斯達成延長減產到明年底協議,中油大賺應設平穩基金陳明文擔心影響明年選情,汽油每公升將比現行再調漲4元,小心物價壓力鍋！中油昨在立院表示,依據浮動油價公式,不過雖然原油可能上看80美",1.0,332
油價應該凍漲或緩漲,"對民生物價衝擊會很大,使國內油價調漲壓力升高,柴油價差為每公升二點八元和三點一元,國內油價繼續凍漲,台塑石化最快今天宣布下月油價調整方案,油價繼續凍漲,柴油價格每公升應調漲三點四元和三點七元,中油繼續凍漲可能性很高,國際油價會繼續往上飆,加一次油就得多付七,五月台灣中油應會繼續凍漲,」開車族張先生說：「油價每公升漲三元多,中油昨指出,【陳嘉恩╱台北報導】國際油價再創新高,讓中油四月再虧損超過一百二",1.0,333
油價應該凍漲或緩漲,"柴油分別有九角,春節期間國際油價大漲,中油也決定今年不會收,所以下週油價不會調整,漲價也是由中油自行吸收,經濟部國營會執行長劉明忠昨天在立法院國民黨團記者會中表示,造成中油帳上除先前汽油有兩角,中油暫吸收漲價成本受埃及動亂事件影響,待油價回跌時再回補,依本週指標油價均價與上週相較,春節期間應漲未漲的油價將暫行吸收,待油價回跌後再回補,中油已決定春節期間汽,柴油有三角未反映,不會反映到下週油價上,中",1.0,334
油價應該凍漲或緩漲,"才會導致宣布倉卒！立委咄咄逼人,」史亞平：「報告委員,民進黨立委甚至整理輿情彙報,立委密集轟炸,民進黨立委管碧玲：「你有沒有跟院長說,」綠委罵,讓新聞局長史亞平到立法院備詢處女秀,」國民黨立委郭素春：「這必須追究到民進黨政府,立院備詢處女秀,執政黨立委也急忙護航,不過也有藍軍立委護航,把錯推給民進黨！國民黨立委賴士葆：「外界真的批評太多是有點苛責",1.0,335
油價應該凍漲或緩漲,"柴油漲零點三元,較上周上漲百分之一點二六,本周指標國際油價均價為每桶八十五點零七美元,台塑石化也宣布跟進漲幅,汽油因此漲零點二元,中油今年春節吸收的油價漲幅仍有零點五元,自今凌晨一時起調漲,九八無鉛三十二點二元,柴油每公升漲零點三元,台灣中油今凌晨零時起調漲國內油價,多吸收一點漲幅,最近油價只漲不跌,超級柴油二十七點八元,汽油每公升漲零點二元,每公升漲至三十點七元",1.0,336
油價應該凍漲或緩漲,"加油站毛利,中油漲,土污費和石油基金現合併名稱為能源及環境負擔）,甚至監院去年糾正中油超收空污費,面對中油漠視國會主決議,要求中油把去年高達二三九億元的稅前盈餘,對中油公司提出糾正,去年大賺239億還繼續Ａ錢以平抑物價為責的國營事業─中油公司,中油公司雖不再一律以第三級的空污費（最高稅費）向人民收取,任由油價持續上漲,柴油零售價格,以實際購油成本去核算汽,但國內油價仍續上漲,中油是國營事業,中油員",1.0,337
油價應該凍漲或緩漲,",任由油價持續上漲,柴油零售價格,以實際購油成本去核算汽,但國內油價仍續上漲,中油是國營事業,中油員工隨油價上漲享受高額福利,未檢討改進Ａ人民血汗錢的油價公式,不理立院決議及監院糾正〔記者陳曉宜／台北報導〕立法院經濟委員會本週將審查中油一百年度預算,油價公式分為兩大部分,這也是中油必須被撤底檢討之因,浮動油價計算公式是一個不符合實際購油成本的計算公式,中油漠視國會,加油站毛利黑箱作業,中油應公開真",1.0,337
油價應該凍漲或緩漲,",浮動油價計算公式是一個不符合實際購油成本的計算公式,中油漠視國會,加油站毛利黑箱作業,中油應公開真正的購油成本,柴油價格就是由這兩大部分相加得出,石油基金（空,中油既是國營事業,李炳南曾在去年針對中油公司的油價調整機制不當,甚至在預算書中直指立院主決議不合理,台灣油品市場已被這兩家公司聯合壟斷,油價公式暗藏Ａ錢玄機,以國際油價漲幅的八成計算未受監督及匯率超收至今仍未歸還,是在揩人民的油,油價公式",1.0,337
油價應該凍漲或緩漲,"但7月份原油月均價仍高於6月份,中油第一次站出來說明油價政策,反正油價不漲是好消息,中油表示,惟中油為配合政府苦民所苦,將全部由中油自行吸收,本月無鉛汽油批售價格每公升原應各調漲0.5元,中油在記者會上連說3次自己苦民所苦,各式柴油批售價格每公升調漲0.6元,油價浮動人心也浮動,最近國際油價雖已大幅滑落,柴油33.5元,逼得向來只用簡訊通知媒體的中油,中油副總朱少華：「扣掉中油吸收的部份,◎「中油",1.0,338
